city_or_county,n_killed,n_injured
St. Joseph,2,1
St. Landry,0,0
St. Petersburg,1,0
St. Roch,0,0
Staatsburg,0,0
Stafford,27,24
Stafford (Meadows Place),3,0
Stafford County,0,0
Stafford Springs,0,1
Stafford Township,0,0
Stallings,0,0
Stamford,8,50
Stamford (Glenbrook),0,0
Stamping Ground,2,1
Stanaford,0,0
Stanardsville,0,1
Standish,0,0
Stanfield,2,0
Stanford,1,2
Stanislaus,0,3
Stanley,0,0
Stanly,2,1
Stansbury Park,1,0
Stanton,4,8
Stanton (Bowen),1,0
Stanville,0,0
Stanwood,0,1
Star,0,1
Star City,1,1
Stark,0,1
Stark County,1,1
Starke,1,1
Starks,1,0
Starkville,6,15
Starr,2,3
Starrville,0,1
Startex,0,0
State College,1,1
State Line,0,1
Stateline,0,0
Staten Island,43,148
Statesboro,15,26
Statesville,15,32
Statham,1,0
Staunton,4,7
Stayton,1,0
Steamboat Rock,0,0
Steamboat Springs,1,1
Stearns,0,1
Stebbins,0,0
Stedman,1,1
Steele,2,0
Steeles Tavern (Spottswood),0,1
Steelton,0,2
Steens,0,1
Stella,0,1
Stephens City,0,0
Stephenville,1,1
Sterling,4,5
Sterling Heights,8,5
Sterlington,1,0
Sterrett,2,0
Steuben,1,0
Steuben County,0,0
Steubenville,5,13
Stevens,1,0
Stevens County,1,3
Stevens Point,1,1
Stevens Point (Linwood),0,1
Stevens Village,0,0
Stevenson,3,1
Stevenson Ranch,2,1
Stevensville,0,1
Stewart,0,0
Stewartstown,1,0
Stewartsville,0,0
Stewartville,0,0
Stewartville (Pleasant Grove),0,0
Stigler,1,1
Stillwater,10,11
Stillwater (Oak Park Heights),0,0
Stilwell,3,1
Stinson,0,1
Stockbridge,8,11
Stockertown,0,2
Stockton,152,230
Stockton Springs,0,0
Stoddard,1,0
Stokes,2,1
Stokes County,4,0
Stokesdale,2,1
Stone,2,4
Stone County,2,1
Stone Lake,0,0
Stone Mountain,55,45
Stoneboro,0,1
Stoneham,1,0
Stoneville,2,1
Stonewall,1,3
Stonington,1,0
Stony Brook,2,0
Stony Creek,0,0
Stony Point,1,0
Stony Ridge,0,0
Stopover,0,4
Storey,1,0
Storey County,0,0
Storm Lake,0,1
Storrs Mansfield,0,1
Stoughton,0,7
Stoutsville,1,1
Stow,0,1
Stowe,1,0
Stowe Township,0,0
Stoystown,0,0
Strafford,0,0
Strasburg,7,0
Stratford,6,14
Stratford (Emmet),0,1
Stratham,0,0
Strathmore,2,1
Strawberry Plains,0,2
Strayhorn,0,1
Streamwood,0,2
Streator,0,1
Street,4,1
Streeter,0,0
Streetsboro,1,0
Stringer,0,2
Strong,2,0
Strongsville,3,0
Stroud,0,2
Stroudsburg,8,7
Struthers,2,0
Strykersville (Sheldon),2,0
Stuart,6,13
Stuarts Draft,3,0
Studio City,2,4
Stull,1,0
Sturbridge,0,0
Sturgeon,0,1
Sturgeon Bay,0,1
Sturgeon Lake,0,1
Sturgis,0,2
Sturtevant,0,0
Sturtevant (Mount Pleasant),0,1
Stuttgart,4,1
Suamico,0,0
Sublett,0,0
Sublimity,1,0
Sudan,0,1
Sudbury,0,0
Suffern,0,1
Suffield,1,0
Suffolk,12,57
Sugar Grove,1,2
Sugar Land,8,5
Sugarloaf,0,0
Suisun City,1,3
Suitland,20,10
Suitland (Morningside),0,2
Sullivan,3,5
Sullivan City,1,0
Sullivan County,2,3
Sulphur,7,12
Sulphur Rock,0,1
Sulphur Springs,4,4
Sultan,0,0
Sultana,1,0
Sumas,1,0
Sumiton,0,0
Summer Shade,1,0
Summerdale,1,0
Summerfield,5,3
Summerland Key,0,0
Summerland Key (Sugarloaf Key),0,0
Summers,2,0
Summersville,0,1
Summerton,3,0
Summerville,34,47
Summerville (Lincolnville),2,1
Summit,2,2
Summit Argo (Summit),1,1
Summit County,3,0
Summit Hill,0,0
Sumner,2,4
Sumrall,2,0
Sumter,23,35
Sumter County,3,5
Sumterville,0,0
Sun City,3,2
Sun City (Romoland),0,0
Sun City Center,0,0
Sun City West,2,0
Sun Prairie,1,5
Sun Valley,5,5
Sunapee,0,0
Sunbright,0,1
Sunbury,1,7
Suncook (Allenstown),0,1
Sundance,0,0
Sunflower,0,1
Sunland,1,1
Sunland Park,0,2
Sunman,1,0
Sunny Isles Beach,0,1
Sunnyside,6,3
Sunnyvale,7,4
Sunol,0,0
Sunrise,2,4
Sunrise Beach,0,1
Sunset,6,0
Sunset Harbor,0,0
Sunsites,1,0
Superior,5,6
Superior Charter Township,0,1
Supply,1,3
Surfside,0,0
Surfside Beach,0,0
Surgoinsville,1,0
Surprise,11,2
Surry,3,3
Surry County,1,1
Susanville,1,1
Susquehanna,1,1
Susquehanna Township,0,1
Sussex,2,3
Sussex County,0,0
Sutherland,0,0
Sutherland Springs,27,20
Sutter,0,0
Sutter County,1,1
Sutton,0,1
Sutton (Chickaloon),0,0
Sutton (Sutton-Alpine),1,0
Suttons Bay,1,0
Suwanee,8,2
Suwanee (Johns Creek),0,2
Swainsboro,7,3
Swampscott,0,1
Swannanoa,3,2
Swanquarter,0,0
Swans Island,0,0
Swansea,2,3
Swanton,0,0
Swanville,0,0
Swanzey,1,2
Swarthmore,1,0
Swartz Creek,0,0
Swatara Township,0,0
Swayzee,0,0
Swedesboro,0,0
Swedesboro (Woolwich Township),0,0
Sweet Home,1,3
Sweet Springs,0,0
Sweetwater,3,4
Swift,0,1
Swifton,2,0
Swink,1,0
Swisher,0,1
Swisher County,0,0
Swissvale,0,4
Swords Creek,0,2
Sycamore,2,2
Sykesville,0,0
Sylacauga,6,1
Sylmar,10,8
Sylmar (Lake View Terrace),3,1
Sylva,1,0
Sylvan Shores,0,0
Sylvania,3,3
Sylvania Township,1,2
Sylvester,3,10
Symsonia,0,0
Syracuse,82,395
Syracuse (Dewitt),1,0
Syracuse (Mattydale),0,0
Syracuse (Solvay),0,1
Tabernacle,6,0
Tabor City,4,22
Tacoma,57,90
Tacoma (Fife),6,2
Tacoma (Fircrest),0,0
Tacoma (Parkland),2,10
Taft,2,0
Tafton,0,0
Tahlequah,4,6
Tahoe City,1,0
Tahoe National Forest,0,1
Tahoka,5,0
Takoma Park,0,3
Talala,0,0
Talbot County,0,0
Talco,0,2
Talent,0,1
Taliaferro,0,0
Talkeetna,2,0
Talking Rock,1,2
Talladega,9,8
Talladega County,0,0
Tallahassee,67,126
Tallapoosa,3,0
Tallapoosa County,1,0
Tallassee,2,5
Talleyville,0,1
Tallmadge,0,3
Tallulah,6,13
Talmage,0,0
Talmo,0,0
Taloga,1,1
Tama,0,0
Tama County,0,0
Tamaqua,1,5
Tamarac,1,1
Tamassee,0,1
Tampa,151,302
Tampa (Carrollwood),0,1
Tampa (Clair Mel City),1,0
Tampa (Palm River),0,0
Tampa (Temple Terrace),2,6
Tampa (Town N Country),3,1
Tampa (Ybor City),0,1
Tanacross,0,0
Tanana,2,0
Taney County,0,1
Taneytown,1,0
Tangelo Park,0,1
Tangent,0,1
Tangipahoa,1,0
Tangipahoa Parish,1,0
Tanner,0,0
Tannersville,1,0
Taos,5,7
Taos (Valle Escondido),1,0
Tappahannock,0,1
Tara Hills,1,0
Tarboro,5,6
Tarboro (Princeville),1,2
Tarentum,1,3
Tarkio,0,0
Tarpon Springs,8,5
Tarrant,1,2
Tarrant County,1,0
Tarrytown,1,0
Tarzana,8,2
Tasley,0,1
Taswell,1,1
Tatum,2,2
Taunton,4,18
Tavares,3,2
Tavernier,2,0
Tawas City,1,1
Taycheedah,0,1
Taylor,17,12
Taylor County,1,2
Taylors,8,12
Taylorsville,7,7
Taylorsville (Ellendale),0,1
Taylorville,4,3
Tazewell,1,0
Tazewell (Gratton),0,1
Tazlina,0,0
Tchula,3,1
Tea,0,0
Teaberry,0,1
Teague,1,2
Teaneck,0,2
Tebbetts,0,0
Tecumseh,2,2
Tega Cay,0,0
Tehachapi,4,2
Tehachapi (Stallion Springs),0,0
Tehama,1,0
Tehama County,1,1
Tekamah,0,0
Tekoa,0,1
Tekonsha,0,0
Telfair County,2,0
Telford,0,0
Tell City,1,0
Tellico Plains,0,2
Telluride,0,0
Temecula,11,5
Tempe,36,41
Tempe (Guadalupe),3,4
Temperance,0,1
Temple,26,32
Temple (Moffatt),0,1
Temple City,1,0
Temple Hills,17,13
Temple Hills (Camp Springs),1,1
Temple Hills (Hillcrest Heights),3,3
Temple Hills (Washington),2,0
Temple Terrace,2,1
Templeton,0,0
Tenafly,0,0
Tenants Harbor (Saint George),0,1
Tenino,0,0
Tenmile,1,0
Tennessee Colony,5,0
Tennille,1,2
Tequesta,0,1
Terlingua,1,0
Terra Bella,2,1
Terre Haute,16,30
Terrebonne,2,0
Terrebonne (Crooked River Ranch),2,0
Terrebonne Parish,0,1
Terrell,3,11
Terry,1,1
Terrytown,4,2
Tescott,1,0
Teton,0,0
Teton County,0,1
Teton Village,0,0
Tewksbury,2,0
Texarkana,33,53
Texarkana (Wake Village),0,1
Texas,3,0
Texas City,10,10
Texas County,0,1
Texico,1,0
Thackerville,0,1
Thaxton,0,0
Thayer,1,0
The Colony,5,0
The Dalles,1,3
The Village,0,0
The Villages,0,0
Theodore,8,10
Theresa,2,1
Thermal,1,1
Thermal (Desert Shores),0,0
Thibodaux,13,20
Thomas,1,0
Thomas County,0,0
Thomaston,3,1
Thomasville,7,22
Thompson,1,0
Thompsons Station,1,0
Thompsonville,0,1
Thomson,10,2
Thonotosassa,3,3
Thorne Bay,0,2
Thornton,22,8
Thornville,1,0
Thorpe,0,0
Thousand Oaks,3,1
Thousand Palms,1,8
Three Forks,2,0
Three Rivers,4,4
Three Springs,0,0
Thurman (Bartlett),0,1
Thurmond,0,1
Thurmont,0,0
Thurston,1,1
Tickfaw,3,0
Ticonderoga,0,1
Tieton,1,1
Tiffin,3,3
Tift,0,1
Tifton,11,9
Tigard,0,2
Tigerton,0,0
Tijeras,3,1
Tillamook,0,0
Tilton,1,2
Tilton (Northfield),0,0
Tiltonsville,0,0
Timberlake,2,1
Timmonsville,6,7
Timonium,0,1
Timpson,0,1
Tinley Park,0,1
Tioga,0,0
Tioga Center (Tioga),0,0
Tionesta,1,1
Tipp City,0,1
Tippah,3,0
Tippah County,0,1
Tippecanoe,0,0
Tippecanoe County,0,0
Tipton,1,0
Tipton County,1,0
Tiro,1,0
Tishomingo,1,5
Tishomingo County,0,1
Titus,1,1
Titusville,17,24
Titusville (Ewing),1,0
Tiverton,2,0
Toano,3,1
Tobaccoville,0,1
Tobyhanna,3,3
Tobyhanna (Coolbaugh Township),1,0
Tobyhanna (Coolbaugh Twp),0,1
Toccoa,6,2
Todd,0,1
Tofte,1,0
Togiak,1,0
Tok,1,2
Tok (Mentasta Lake),0,0
Toledo,111,611
Tolland,0,0
Tolleson,11,12
Tollhouse,0,0
Tomah,0,1
Tomahawk,1,2
Tomball,2,8
Tomball (The Woodlands),6,0
Tombstone,1,5
Tompkinsville,0,1
Toms River,4,10
Toms River (Berkeley Township),1,0
Tonasket,0,0
Tonawanda,1,3
Toney,1,1
Tonganoxie,0,0
Tonkawa,0,0
Tonopah,7,3
Tooele,2,5
Tooele (Stansbury Park),0,0
Toombs,1,1
Toombs County,1,0
Toomsuba,4,1
Toone,2,0
Topanga,0,0
Topeka,70,167
Topmost,1,0
Topock,0,2
Topock (Golden Shores),1,0
Toppenish,7,13
Topsham,0,0
Toquerville,1,0
Tornado,0,1
Tornillo,1,0
Torrance,12,6
Torrance County,2,1
Torresdale,0,1
Torrington,2,1
Totz,0,0
Toulon,0,0
Toutle,0,1
Tow,0,1
Towanda,0,1
Tower City,0,1
Tower City (Rush),0,0
Town And Country,0,0
Towns,0,0
Townsend,4,6
Townsend (Eulonia),0,5
Townshend,6,0
Township Of Washington (Washington Township),0,0
Townville,4,5
Towson,1,2
Towson (Loch Raven),0,1
Trabuco Canyon,3,1
Tracy,6,1
Tracy City,1,2
Tracyton,0,0
Traer,1,0
Trafalgar,1,0
Trafford,0,3
Trail,0,0
Transfer,0,1
Trapper Creek,0,0
Traskwood,0,1
Travelers Rest,4,3
Traverse,1,0
Traverse City,1,2
Travis,4,1
Travis County,1,1
Tremont,0,2
Trempealeau,0,0
Trent Woods,1,0
Trenton,97,485
Trenton (Brownstown Township),0,1
Trenton (Ewing Township),1,3
Trenton (Ewing),1,3
Trenton (Hamilton Township),7,7
Trenton (Hamilton),2,2
Trenton (Robbinsville),0,0
Trenton (Woodhaven),7,0
Tres Piedras,0,1
Tresckow,0,1
Trevor,0,0
Triadelphia,1,0
Triangle,0,4
Trigg,0,2
Trimble,0,1
Trimont,0,1
Trinidad,4,1
Trinity,8,7
Trion,0,1
Tripp,1,0
Trosper,1,2
Trotwood,2,10
Troup,1,3
Trout Creek,2,1
Trout Run,2,0
Troutdale,5,3
Troutdale (Wood Village),0,1
Troutman,1,1
Troutville,1,0
Troy,18,71
Troy (Brunswick),0,2
Troy (Lansingburg),0,1
Truckee,1,2
Trumann,1,2
Trumansburg,0,0
Trumbull,0,1
Trumbull County,1,0
Trussville,6,1
Truth Or Consequences,3,0
Truxton (Cuyler),0,0
Tryon,0,0
Tualatin,2,0
Tucker,9,10
Tuckerton (Little Egg Harbor),2,0
Tucson,157,155
Tucson (Oro Valley),1,1
Tucson (Tuscon),0,0
Tucumcari,3,2
Tujunga,1,1
Tukwila,0,4
Tulalip,0,3
Tulare,24,11
Tulare County,0,1
Tullahoma,0,4
Tully,0,1
Tulsa,264,581
Tuluksak,0,4
Tumtum (Tum Tum),1,0
Tumwater,0,5
Tunica,4,2
Tunica County,0,1
Tunkhannock,4,0
Tunnel Hill,0,0
Tunnelton,1,0
Tununak,0,0
Tupelo,17,35
Tupper Lake,2,0
Turbeville,1,2
Turlock,18,11
Turner,3,2
Turners Falls,0,1
Turret,1,0
Turtle Creek,6,7
Turtletown,1,2
Tuscaloosa,44,156
Tuscaloosa County,0,3
Tuscarawas,0,1
Tuscola,0,0
Tuscon,2,2
Tusculum,1,0
Tuscumbia,4,4
Tuskegee,14,11
Tustin,9,1
Tuttle,1,0
Tutwiler,0,0
Twentynine Palms,8,3
Twiggs County,0,0
Twin City,2,2
Twin Falls,13,6
Twin Lake,0,1
Twin Lakes,2,0
Twinsburg,4,2
Twisp,0,0
Two Rivers,0,0
Tybee Island,2,1
Tyler,26,44
Tyler (Tyler Junior College),0,0
Tyler County,1,0
Tylertown,5,0
Tyner,0,1
Tyngsboro,0,0
Tyngsboro (Tyngsborough),0,0
Tyngsborough,0,0
Tyonek,0,0
Tyrone,9,3
Tyronza,0,0
Tyrrell County,0,0
Ubly,2,1
Uehling,0,0
Uhrichsville,0,2
Ukiah,1,5
Ullster,0,0
Ulster,0,0
Umatilla,2,4
Umpqua,2,0
Unadilla,2,0
Unalakleet,1,1
Unalaska,0,0
Uncasville,0,1
Underhill,0,1
Underwood,0,0
Unicoi,0,2
Unicoi County,2,0
Union,17,21
Union (Appleton),0,0
Union (Middleton),0,0
Union Bridge,2,1
Union City,25,30
Union County,0,3
Union Grove,5,3
Union Hall,1,0
Union Mills,0,0
Union Parish,0,0
Union Point (Woodville),1,0
Union Springs,6,14
Uniondale,5,11
Uniontown,15,24
Unionville,1,1
Unity,0,0
Unity Township,0,1
Universal City,4,2
University City,5,5
University Heights,0,2
University Park,6,1
University Place,6,5
Upland,4,5
Upper Arlington,0,0
Upper Darby,7,14
Upper Darby (Millbourne),0,1
Upper Kalskag,0,0
Upper Lake,1,0
Upper Marlboro,10,7
Upper Marlboro (Glenarden),1,1
Upper Marlboro (Largo),8,1
Upper Marlboro (Springdale),2,0
Upper Merion,0,0
Upper Moreland,0,1
Upper Saddle River,0,0
Upper Sandusky,0,1
Upper St. Clair,1,0
Upshur,0,1
Upshur County,1,0
Upton,0,0
Urania,2,0
Urbana,8,27
Urbandale,1,6
Utah,0,0
Utica,17,65
Utica (Shelby Charter Township),0,0
Utica (Shelby Township),1,0
Uvalda,1,1
Uvalde,4,4
Uxbridge,0,2
Vacaville,5,9
Vacherie,1,0
Vadito,1,0
Vail,0,0
Val Verde,0,0
Valatie,0,0
Valdese,1,1
Valdez,0,0
Valdosta,24,74
Vale,1,1
Valencia,4,1
Valencia County,0,0
Valhalla,0,0
Vallejo,53,60
Valles Mines,1,0
Valley,2,6
Valley Center,4,4
Valley City,0,0
Valley Falls,0,1
Valley Ford,1,0
Valley Glen,1,0
Valley Head,2,1
Valley Park,0,0
Valley Springs,1,0
Valley Stream,4,1
Valley Township,0,1
Valliant,2,0
Valparaiso,4,3
Valrico,2,0
Van,3,0
Van Buren,6,2
Van Buren County,0,0
Van Horn,1,0
Van Horne,0,1
Van Nuys,23,11
Van Nuys (Lake Balboa),3,0
Van Wert,0,0
Van Zandt,3,1
Van Zandt County,1,1
Vance,0,3
Vanceboro,1,3
Vanceburg,2,1
Vancleave,2,3
Vancouver,28,51
Vancouver (Hazel Dell),3,0
Vandalia,2,4
Vanderbilt,0,0
Vanderburgh,0,0
Vandergrift,2,2
Vanduser,1,0
Vanleer,0,0
Vanndale,0,0
Vansant,3,0
Vanzant,0,0
Vardaman,0,0
Varina,0,1
Varney,0,0
Varnville,4,3
Vashon (Vashon Island),0,0
Vass,0,5
Vassalboro,2,1
Vassar,0,1
Vega,0,0
Velda City,0,0
Velma,0,2
Veneta,3,1
Venetie,0,0
Venice,10,21
Ventnor City,0,0
Ventnor City (Ventnor),3,0
Ventura,9,23
Ventura (Saticoy),0,2
Ventura (Ventura County Gov),0,0
Verdigre,1,0
Verdigris,1,1
Vergennes,0,0
Vergennes (Panton),0,0
Vermilion,1,2
Vermilion County,0,2
Vermilion Parish,0,0
Vernal,2,3
Vernal (Maeser),0,2
Vernon,3,5
Vernon Center,0,0
Vernon County,2,1
Vernon Rockville (Vernon),0,3
Vernonia,1,1
Vero Beach,19,29
Verona,9,5
Verplanck,0,1
Versailles,2,3
Vershire,0,1
Vestal,0,0
Vestavia Hills,0,1
Vevay,0,1
Vian,0,0
Vichy,0,0
Vicksburg,21,52
Vicksburg (Letourneau),0,0
Victor,1,0
Victoria,7,7
Victorville,19,20
Victorville (Spring Valley Lake),1,1
Vidalia,3,5
Vidor,5,1
Vienna,6,2
Vigo,1,1
Vilas,0,0
Villa Park,4,2
Villa Rica,2,1
Villa Ridge,1,3
Villas,0,0
Villas (Del Haven),0,0
Ville Platte,4,3
Villisca,0,0
Vilonia,1,0
Vina,0,0
Vincennes,1,0
Vincent,1,1
Vine Grove,2,0
Vineland,11,27
Vinita,1,1
Vinita Park,0,0
Vinton,5,1
Violet,2,3
Viper,1,0
Virgie,0,1
Virgil,0,1
Virginia,0,1
Virginia Beach,64,185
Virginia City,0,2
Visalia,36,48
Vista,12,5
Vivian,3,5
Volcano,0,0
Volga,0,1
Volusia,0,2
Volusia County,0,2
Von Ormy,2,2
Vonore,0,0
Voorhees,2,1
Voorhees (Voorhees Township),0,1
Wabasha,0,0
Waco,40,69
Waco (Bellmead),0,0
Waco (Gholson),1,0
Waco (Hallsburg),2,0
Waco (Lacy Lakeview),0,1
Waconia,2,0
Waddell,0,0
Wade,1,0
Wadena,2,0
Wadesboro,8,7
Wadesville,0,1
Wading River,3,0
Wadmalaw Island,5,0
Wadsworth,0,1
Wagener,0,6
Waggaman,0,1
Wagner,0,1
Wagoner,5,3
Wagoner County,0,1
Wagram,1,1
Wahiawa,1,1
Wahoo,0,0
Wahpeton,1,1
Waialua,0,1
Waianae,2,4
Waikiki,1,0
Waikoloa,0,0
Wailuku,3,0
Waimanalo,0,1
Waimea,0,2
Wainwright,0,0
Waipahu,0,3
Waite Park,1,2
Waitsburg,1,0
Waitsfield,0,1
Waitsfield (Fayston),0,1
Wakarusa,0,1
Wake,0,2
Wake County,1,0
Wake Forest,9,5
Wakeeney,1,0
Wakefield,2,1
Walden,0,0
Waldo,0,1
Waldoboro,2,1
Waldorf,11,16
Waldorf (Saint Charles),1,0
Waldron,0,1
Walhalla,1,2
Walker,11,10
Walker (Leech Lake),0,0
Walker County,1,0
Walkersville,0,1
Walkerton,1,0
Walkertown,2,3
Walla Walla,5,2
Wallace,5,5
Walland,0,0
Wallback,1,0
Walled Lake,0,0
Waller,0,0
Wallingford,5,5
Wallins Creek,0,1
Wallins Creek (Wallins),0,1
Wallkill,5,1
Walls,1,1
Wallsboro,0,0
Walnut,5,4
Walnut Creek,4,4
Walnut Grove,4,0
Walnut Park,1,1
Walnut Ridge,1,1
Walnut Shade,1,0
Walnutport,0,0
Walpole,0,2
Walsenburg,1,1
Walstonburg,1,0
Walterboro,16,49
Walthall County,2,1
Waltham,3,2
Walthourville,1,1
Walton,4,2
Walton County,2,1
Walworth,0,0
Walworth County,0,0
Wamego,1,0
Wampum,1,0
Wanaque,0,1
Wantagh,0,0
Wapakoneta,0,1
Wapanucka,1,0
Wapato,5,11
Wapello,2,0
Wapello County,1,0
Wappinger,1,0
Wappingers Falls,1,3
Wappingers Falls (Wappinger),0,0
War,0,2
War (English),1,0
Ward,3,1
Ward County,0,2
Wardell,1,0
Warden,0,0
Wardsboro,1,0
Ware,0,1
Ware Neck (Gloucester Courthouse),1,3
Ware Shoals,0,1
Wareham,1,3
Warfield,3,0
Warm Springs,0,2
Warminster,0,0
Warne,0,1
Warner,0,0
Warner Robins,21,41
Warner Springs,3,3
Warner Valley,0,1
Warr Acres,0,0
Warren,40,95
Warren County,1,2
Warrens,1,0
Warrensburg,4,4
Warrensville Heights,1,0
Warrenton,11,10
Warrenton (Opal),0,1
Warrenton (Truesdale),0,1
Warrenville,7,15
Warrenville (Burnettown),0,1
Warrick,1,0
Warrior,3,5
Warriors Mark,0,1
Warroad,0,0
Warsaw,6,6
Wartburg,1,0
Warwick,0,2
Wasco,2,0
Waseca,1,0
Washakie,1,0
Washburn,3,0
Washington,473,1446
Washington (Goldsby),1,0
Washington (Spauldings),0,1
Washington (Washington Township),0,1
Washington Boro (Washington Borough),0,0
Washington County,2,4
Washington Crossing,1,0
Washington Navy Yard,11,3
Washington Parish,0,0
Washington Park,5,6
Washington Township,0,1
Washoe,0,1
Washoe County,2,0
Washougal,1,1
Washtenaw,0,0
Washtenaw County,0,0
Washtucna,1,0
Wasilla,16,16
Wasilla (Meadow Lake),2,0
Waskom,1,1
Watauga,2,3
Watauga County,1,0
Watchung,0,0
Water Valley,2,2
Water View,1,1
Waterboro,0,3
Waterbury,29,44
Waterbury (Bolton),1,0
Waterfall,0,0
Waterflow,0,1
Waterford,8,5
Waterford (Waterford Township),1,0
Waterford Works (Chesilhurst),0,1
Waterloo,20,113
Waterloo (Junius),0,0
Waterman,0,1
Watertown,7,5
Watertown Township,0,1
Waterville,0,1
Waterville (Benton),0,0
Waterville (Winslow),0,0
Watervliet,0,1
Watford City,0,2
Watkins,0,0
Watkinsville,4,0
Watseka,2,1
Watson,0,1
Watsontown,0,0
Watsonville,11,24
Watsonville (La Selva Beach),0,0
Watsonville (Pajaro),0,0
Watsonville (Royal Oaks),0,2
Watts,1,3
Wattsburg,1,0
Wauconda,2,4
Waukee,1,0
Waukegan,12,26
Waukegan (Park City),0,0
Waukesha,4,5
Waukesha (Vernon),0,0
Waunakee,0,3
Wauneta,0,1
Waupaca,1,0
Waupun,0,2
Waurika,0,1
Wausau,4,5
Wausaukee,2,0
Wauseon,4,1
Wautoma,0,0
Wauwatosa,0,0
Waveland,2,2
Waverly,2,3
Waves,0,0
Wawarsing,0,1
Wawayanda,0,0
Waxahachie,5,2
Waxhaw,1,2
Waycross,9,6
Wayland,1,1
Waymart,1,0
Wayne,19,8
Wayne County,8,3
Waynesboro,22,29
Waynesburg,4,4
Waynesville,7,2
Waynetown,0,0
Weakley,0,0
Weare,0,0
Weatherford,8,5
Weatherford (Willow Park),2,0
Weaverville,1,2
Webb,2,0
Webb City,0,0
Webb County,0,0
Webbers Falls,3,0
Webberville,0,0
Weber City,0,1
Weber County,0,0
Webster,12,13
Webster County,0,1
Webster Groves,0,0
Webster Parish,1,0
Webster Springs,1,0
Wedgefield,2,0
Wedowee,1,2
Weed,1,0
Weehawken,0,1
Weirsdale,5,1
Weirton,1,4
Weiser,1,1
Weitchpec,0,1
Welaka,0,0
Welch,0,1
Weld,1,2
Weld County,1,2
Weldon,4,15
Wellborn,0,0
Wellesley,0,0
Wellford,3,6
Wellington,7,4
Wellington (Topaz Ranch Estates),1,1
Wellman,1,0
Wells,2,0
Wells River,0,0
Wellsburg,0,0
Wellston,4,10
Wellsville,3,0
Wellsville (Young Ward),0,0
Welsh,2,1
Wenatchee,1,2
Wendell,8,4
Wenham,0,0
Wenonah,0,0
Wentworth,1,0
Wentzville,1,2
Weott,0,0
Wescosville,0,0
Weslaco,3,4
Wesley Chapel,1,5
Wesson,1,1
West,1,2
West Alexandria,0,0
West Allis,2,2
West Alton,0,1
West Ashley,2,9
West Babylon,2,5
West Baraboo,0,0
West Bend,1,1
West Bloomfield,1,0
West Boylston,0,0
West Branch,2,0
West Bridgewater,0,0
West Brookfield,0,0
West Burlington,0,0
West Carrollton,0,0
West Charleston,0,0
West Chester,7,1
West Chicago,1,0
West Columbia,14,18
West Columbia (Dixiana),0,0
West Covina,13,13
West Coxsackie,0,3
West Deptford,1,0
West Des Moines,1,5
West End,0,2
West Enfield (Lowell),0,0
West Falmouth,0,1
West Fargo,6,1
West Finley,2,0
West Fork,0,1
West Frankfort,3,3
West Gardiner,0,1
West Glacier,0,0
West Glens Falls,0,0
West Goshen,1,0
West Greenwich,0,0
West Hamlin,0,1
West Hanover,0,0
West Hartford,1,0
West Haven,3,12
West Helena,2,11
West Hempstead,0,1
West Hills,0,1
West Hollywood,1,2
West Hurley,0,1
West Islip,0,2
West Jordan,6,8
West Kingston (Richmond),0,0
West Lafayette,2,6
West Lake Hills,0,0
West Lebanon,0,1
West Liberty,1,3
West Linn,3,0
West Long Branch,0,3
West Marlborough,1,0
West Melbourne,2,0
West Memphis,9,13
West Mifflin,5,6
West Milford,1,0
West Milton,0,1
West Monroe,12,10
West Monroe (Luna),1,0
West New York,1,1
West Newfield,0,1
West Newton,0,1
West Norriton,0,1
West Nyack,0,0
West Odessa,1,0
West Olive,0,0
West Orange,2,2
West Paducah,0,0
West Palm Beach,125,259
West Palm Beach (Haverhill),0,2
West Palm Beach (Lake Park),2,4
West Palm Beach (Mangonia Park),1,1
West Palm Beach (Singer Island),2,0
West Paris,0,1
West Park,1,0
West Plains,2,3
West Point,10,23
West Portsmouth,0,0
West Richland,2,0
West Roxbury,1,0
West Rutland,0,1
West Rutland (Ira),0,1
West Sacramento,4,0
West Salem,0,1
West Seneca,0,0
West Springfield,3,6
West St Paul,0,0
West Sweden,0,1
West Terre Haute,0,2
West Terre Haute (Tecumseh),0,1
West Turin,0,0
West Union,4,2
West Valley,0,0
West Valley City,0,5
West Wardsboro (Stratton),0,0
West Warwick,0,0
West Wendover,1,2
West Windsor,1,1
West Yarmouth,0,1
Westampton,0,0
Westborough,0,0
Westbrook,1,2
Westbury,0,5
Westbury (New Cassel),1,1
Westby,0,1
Westchester,2,1
Westcliffe,0,1
Westcliffe (Silver Cliff),1,0
Westerly,0,0
Western Springs,1,0
Westernport,0,0
Westernport (Mccoole),0,1
Westernville,0,0
Westerville,4,3
Westfield,3,2
Westfield (Montgomery),2,0
Westford,0,1
Westhampton Beach,0,1
Westlake,4,2
Westlake Village,2,0
Westland,7,4
Westley,1,0
Westminster,26,26
Westmont,0,0
Westmoreland,2,2
Weston,3,2
Westover,0,0
Westport,2,5
Westtown,0,0
Westville,0,3
Westwego,3,6
Westwego (Avondale),3,7
Westwego (Bridge City),1,12
Westwood,2,2
Wethersfield,1,0
Wethersfield (Weathersfield),0,0
Wetumka,1,0
Wetumpka,3,3
Wever,1,0
Wewahitchka,0,3
Wewahitchka (White City),0,0
Wewoka,4,1
Wexford,1,2
Wexford County,1,1
